Algorithm,Allocation,Processes,MessageSize,Latency
Pipeline,core,34,32768,132.87
Pipeline,core,34,65536,210.59
Pipeline,core,34,131072,368.19
Pipeline,core,34,262144,671.13
Pipeline,core,34,524288,1278.41
Pipeline,core,34,1048576,2556.52
Pipeline,core,35,1,8.37
Pipeline,core,35,2,9.7
Pipeline,core,35,4,8.45
Pipeline,core,35,8,8.31
Pipeline,core,35,16,8.28
Pipeline,core,35,32,9.28
Pipeline,core,35,64,9.25
Pipeline,core,35,128,11.67
Pipeline,core,35,256,12.03
Pipeline,core,35,512,12.62
Pipeline,core,35,1024,15.16
Pipeline,core,35,2048,18.9
Pipeline,core,35,4096,27.7
Pipeline,core,35,8192,42.34
Pipeline,core,35,16384,95.81
Pipeline,core,35,32768,136.1
Pipeline,core,35,65536,215.43
Pipeline,core,35,131072,376.28
Pipeline,core,35,262144,689.45
Pipeline,core,35,524288,1315.59
Pipeline,core,35,1048576,2634.72
Pipeline,core,36,1,8.36
Pipeline,core,36,2,9.72
Pipeline,core,36,4,8.38
Pipeline,core,36,8,8.3
Pipeline,core,36,16,8.29
Pipeline,core,36,32,9.35
Pipeline,core,36,64,9.49
Pipeline,core,36,128,11.95
Pipeline,core,36,256,12.28
Pipeline,core,36,512,12.87
Pipeline,core,36,1024,15.52
Pipeline,core,36,2048,19.57
Pipeline,core,36,4096,28.88
Pipeline,core,36,8192,43.55
Pipeline,core,36,16384,98.66
Pipeline,core,36,32768,140.23
Pipeline,core,36,65536,221.86
Pipeline,core,36,131072,387.72
Pipeline,core,36,262144,712.26
Pipeline,core,36,524288,1360.42
Pipeline,core,36,1048576,2738.53
Pipeline,core,37,1,8.17
Pipeline,core,37,2,9.85
Pipeline,core,37,4,8.23
Pipeline,core,37,8,8.14
Pipeline,core,37,16,8.1
Pipeline,core,37,32,9.34
Pipeline,core,37,64,9.36
Pipeline,core,37,128,12.16
Pipeline,core,37,256,12.45
Pipeline,core,37,512,13.34
Pipeline,core,37,1024,15.66
Pipeline,core,37,2048,19.89
Pipeline,core,37,4096,29.16
Pipeline,core,37,8192,44.5
Pipeline,core,37,16384,101.64
Pipeline,core,37,32768,143.98
Pipeline,core,37,65536,229.06
Pipeline,core,37,131072,399.47
Pipeline,core,37,262144,735.2
Pipeline,core,37,524288,1398.77
Pipeline,core,37,1048576,2868.73
Pipeline,core,38,1,8.25
Pipeline,core,38,2,9.61
Pipeline,core,38,4,8.13
Pipeline,core,38,8,8.18
Pipeline,core,38,16,8.09
Pipeline,core,38,32,9.45
Pipeline,core,38,64,9.46
Pipeline,core,38,128,12.38
Pipeline,core,38,256,12.77
Pipeline,core,38,512,13.86
Pipeline,core,38,1024,15.89
Pipeline,core,38,2048,20.61
Pipeline,core,38,4096,30.13
Pipeline,core,38,8192,45.93
Pipeline,core,38,16384,103.93
Pipeline,core,38,32768,147.8
Pipeline,core,38,65536,234.88
Pipeline,core,38,131072,411.79
Pipeline,core,38,262144,753.14
Pipeline,core,38,524288,1437.32
Pipeline,core,38,1048576,2891.94
Pipeline,core,39,1,8.2
Pipeline,core,39,2,9.73
Pipeline,core,39,4,8.17
Pipeline,core,39,8,8.16
Pipeline,core,39,16,8.14
Pipeline,core,39,32,9.58
Pipeline,core,39,64,9.54
Pipeline,core,39,128,12.5
Pipeline,core,39,256,12.93
Pipeline,core,39,512,13.7
Pipeline,core,39,1024,16.12
Pipeline,core,39,2048,20.86
Pipeline,core,39,4096,30.67
Pipeline,core,39,8192,46.87
Pipeline,core,39,16384,106.63
Pipeline,core,39,32768,151.4
Pipeline,core,39,65536,240.26
Pipeline,core,39,131072,419.0
Pipeline,core,39,262144,769.61
Pipeline,core,39,524288,1475.15
Pipeline,core,39,1048576,2967.8
Pipeline,core,40,1,8.36
Pipeline,core,40,2,9.86
Pipeline,core,40,4,8.34
Pipeline,core,40,8,8.33
Pipeline,core,40,16,8.32
Pipeline,core,40,32,9.81
Pipeline,core,40,64,9.78
Pipeline,core,40,128,12.92
Pipeline,core,40,256,13.36
Pipeline,core,40,512,14.24
Pipeline,core,40,1024,16.61
Pipeline,core,40,2048,21.49
Pipeline,core,40,4096,31.49
Pipeline,core,40,8192,48.08
Pipeline,core,40,16384,109.57
Pipeline,core,40,32768,154.95
Pipeline,core,40,65536,246.34
Pipeline,core,40,131072,429.97
Pipeline,core,40,262144,790.18
Pipeline,core,40,524288,1510.44
Pipeline,core,40,1048576,3037.45
Pipeline,core,41,1,8.74
Pipeline,core,41,2,10.69
Pipeline,core,41,4,8.68
Pipeline,core,41,8,8.69
Pipeline,core,41,16,8.64
Pipeline,core,41,32,10.08
Pipeline,core,41,64,10.12
Pipeline,core,41,128,13.27
Pipeline,core,41,256,13.71
Pipeline,core,41,512,14.64
Pipeline,core,41,1024,17.1
Pipeline,core,41,2048,22.18
Pipeline,core,41,4096,32.55
