Algorithm,Allocation,Processes,MessageSize,Latency
Basic_Linear,core,17,256,4.37
Basic_Linear,core,17,512,5.35
Basic_Linear,core,17,1024,7.02
Basic_Linear,core,17,2048,9.76
Basic_Linear,core,17,4096,14.36
Basic_Linear,core,17,8192,23.34
Basic_Linear,core,17,16384,23.67
Basic_Linear,core,17,32768,31.12
Basic_Linear,core,17,65536,69.84
Basic_Linear,core,17,131072,78.14
Basic_Linear,core,17,262144,126.19
Basic_Linear,core,17,524288,215.27
Basic_Linear,core,17,1048576,263.08
Basic_Linear,core,18,1,2.35
Basic_Linear,core,18,2,2.38
Basic_Linear,core,18,4,2.43
Basic_Linear,core,18,8,2.47
Basic_Linear,core,18,16,2.73
Basic_Linear,core,18,32,3.06
Basic_Linear,core,18,64,3.92
Basic_Linear,core,18,128,4.05
Basic_Linear,core,18,256,4.32
Basic_Linear,core,18,512,5.41
Basic_Linear,core,18,1024,7.18
Basic_Linear,core,18,2048,10.15
Basic_Linear,core,18,4096,15.32
Basic_Linear,core,18,8192,25.46
Basic_Linear,core,18,16384,27.15
Basic_Linear,core,18,32768,32.69
Basic_Linear,core,18,65536,69.73
Basic_Linear,core,18,131072,121.06
Basic_Linear,core,18,262144,130.05
Basic_Linear,core,18,524288,217.18
Basic_Linear,core,18,1048576,284.23
Basic_Linear,core,19,1,2.40
Basic_Linear,core,19,2,2.39
Basic_Linear,core,19,4,2.45
Basic_Linear,core,19,8,2.51
Basic_Linear,core,19,16,2.74
Basic_Linear,core,19,32,3.33
Basic_Linear,core,19,64,3.86
Basic_Linear,core,19,128,4.04
Basic_Linear,core,19,256,4.38
Basic_Linear,core,19,512,5.36
Basic_Linear,core,19,1024,7.10
Basic_Linear,core,19,2048,10.08
Basic_Linear,core,19,4096,16.12
Basic_Linear,core,19,8192,27.14
Basic_Linear,core,19,16384,28.50
Basic_Linear,core,19,32768,27.27
Basic_Linear,core,19,65536,51.91
Basic_Linear,core,19,131072,131.21
Basic_Linear,core,19,262144,147.46
Basic_Linear,core,19,524288,221.68
Basic_Linear,core,19,1048576,288.57
Basic_Linear,core,20,1,2.32
Basic_Linear,core,20,2,2.34
Basic_Linear,core,20,4,2.36
Basic_Linear,core,20,8,2.44
Basic_Linear,core,20,16,2.64
Basic_Linear,core,20,32,3.32
Basic_Linear,core,20,64,3.83
Basic_Linear,core,20,128,4.10
Basic_Linear,core,20,256,4.60
Basic_Linear,core,20,512,5.59
Basic_Linear,core,20,1024,7.57
Basic_Linear,core,20,2048,11.03
Basic_Linear,core,20,4096,17.58
Basic_Linear,core,20,8192,30.08
Basic_Linear,core,20,16384,32.39
Basic_Linear,core,20,32768,37.43
Basic_Linear,core,20,65536,85.26
Basic_Linear,core,20,131072,125.55
Basic_Linear,core,20,262144,148.37
Basic_Linear,core,20,524288,169.54
Basic_Linear,core,20,1048576,292.83
Basic_Linear,core,21,1,2.12
Basic_Linear,core,21,2,2.09
Basic_Linear,core,21,4,2.18
Basic_Linear,core,21,8,2.30
Basic_Linear,core,21,16,2.45
Basic_Linear,core,21,32,3.12
Basic_Linear,core,21,64,3.63
Basic_Linear,core,21,128,4.03
Basic_Linear,core,21,256,4.39
Basic_Linear,core,21,512,5.35
Basic_Linear,core,21,1024,7.37
Basic_Linear,core,21,2048,11.47
