Algorithm,Allocation,Processes,MessageSize,Latency
Default,core,22,4096,19.52
Default,core,22,8192,34.26
Default,core,22,16384,37.39
Default,core,22,32768,40.31
Default,core,22,65536,90.37
Default,core,22,131072,117.85
Default,core,22,262144,191.93
Default,core,22,524288,213.55
Default,core,22,1048576,313.11
Default,core,23,1,2.06
Default,core,23,2,2.04
Default,core,23,4,2.14
Default,core,23,8,2.24
Default,core,23,16,2.63
Default,core,23,32,3.59
Default,core,23,64,3.51
Default,core,23,128,3.90
Default,core,23,256,4.51
Default,core,23,512,5.68
Default,core,23,1024,7.88
Default,core,23,2048,12.16
Default,core,23,4096,20.55
Default,core,23,8192,36.19
Default,core,23,16384,39.03
Default,core,23,32768,31.46
Default,core,23,65536,61.06
Default,core,23,131072,136.51
Default,core,23,262144,207.84
Default,core,23,524288,244.06
Default,core,23,1048576,311.49
Default,core,24,1,2.05
Default,core,24,2,2.01
Default,core,24,4,2.11
Default,core,24,8,2.21
Default,core,24,16,2.68
Default,core,24,32,3.51
Default,core,24,64,3.16
Default,core,24,128,3.81
Default,core,24,256,4.40
Default,core,24,512,5.79
Default,core,24,1024,8.34
Default,core,24,2048,13.00
Default,core,24,4096,21.81
Default,core,24,8192,38.76
Default,core,24,16384,41.75
Default,core,24,32768,45.99
Default,core,24,65536,103.99
Default,core,24,131072,167.83
Default,core,24,262144,191.24
Default,core,24,524288,210.19
Default,core,24,1048576,312.27
Default,core,25,1,1.90
Default,core,25,2,1.87
Default,core,25,4,1.89
Default,core,25,8,2.13
Default,core,25,16,2.52
Default,core,25,32,3.35
Default,core,25,64,3.17
Default,core,25,128,3.76
Default,core,25,256,4.37
Default,core,25,512,5.84
Default,core,25,1024,8.84
Default,core,25,2048,13.83
Default,core,25,4096,22.97
Default,core,25,8192,41.05
Default,core,25,16384,43.44
Default,core,25,32768,38.74
Default,core,25,65536,97.01
Default,core,25,131072,167.67
Default,core,25,262144,190.39
Default,core,25,524288,201.43
Default,core,25,1048576,303.76
Default,core,26,1,1.76
